date,competition,home,away,result,minute,score,what,how,video_start,video_end
2012-04-03,EUR,FC Barcelona,AC Milan,3-1,11,1-0,Penalty,Left foot
2012-04-03,EUR,FC Barcelona,AC Milan,3-1,41,2-1,Penalty,Left foot
2012-03-31,PRM,FC Barcelona,Athletic de Bilbao,2-0,58,2-0,Penalty,Left foot
2012-03-24,PRM,Real Mallorca,FC Barcelona,0-2,25,0-1,Free kick,Left foot
2012-03-20,PRM,FC Barcelona,Granada,5-3,17,2-0,,Left foot
2012-03-20,PRM,FC Barcelona,Granada,5-3,67,3-2,,Left foot
2012-03-20,PRM,FC Barcelona,Granada,5-3,86,5-2,,Left foot
2012-03-17,PRM,Sevilla,FC Barcelona,0-2,25,0-2,,Left foot
2012-03-11,PRM,Racing Santander,FC Barcelona,0-2,29,0-1,,Left foot
2012-03-11,PRM,Racing Santander,FC Barcelona,0-2,56,0-2,Penalty,Left foot
2012-03-07,EUR,FC Barcelona,Bayer Leverkusen,7-1,25,1-0,,Left foot
2012-03-07,EUR,FC Barcelona,Bayer Leverkusen,7-1,42,2-0,,Left foot
2012-03-07,EUR,FC Barcelona,Bayer Leverkusen,7-1,84,7-0,,Left foot
2012-03-07,EUR,FC Barcelona,Bayer Leverkusen,7-1,49,3-0,,Right foot
2012-03-07,EUR,FC Barcelona,Bayer Leverkusen,7-1,58,5-0,Rebound,Left foot
2012-02-29,FRN,Switzerland,Argentina,1-3,20,0-1,,Left foot
2012-02-29,FRN,Switzerland,Argentina,1-3,88,1-2,,Left foot
2012-02-29,FRN,Switzerland,Argentina,1-3,90+3,1-3,Penalty,Left foot
2012-02-26,PRM,Atlético Madrid,FC Barcelona,1-2,81,1-2,Free kick,Left foot
2012-02-19,PRM,FC Barcelona,Valencia,5-1,22,1-1,,Left foot
2012-02-19,PRM,FC Barcelona,Valencia,5-1,27,2-1,,Left foot
2012-02-19,PRM,FC Barcelona,Valencia,5-1,85,4-1,,Left foot
2012-02-19,PRM,FC Barcelona,Valencia,5-1,76,3-1,Rebound,Left foot
2012-02-14,EUR,Bayer Leverkusen,FC Barcelona,1-3,88,1-3,,Left foot
2012-02-04,PRM,FC Barcelona,Real Sociedad,2-1,72,2-0,,Left foot
2012-01-22,PRM,Málaga,FC Barcelona,1-4,33,0-1,,Head
2012-01-22,PRM,Málaga,FC Barcelona,1-4,81,0-4,,Left foot
2012-01-22,PRM,Málaga,FC Barcelona,1-4,51,0-3,,Left foot
2012-01-15,PRM,FC Barcelona,Real Betis,4-2,12,2-0,,Left foot
2012-01-15,PRM,FC Barcelona,Real Betis,4-2,86,4-2,Penalty,Left foot
2012-01-04,CUP,FC Barcelona,Osasuna,4-0,73,3-0,,Head
2012-01-04,CUP,FC Barcelona,Osasuna,4-0,90+2,4-0,,Left foot
2011-12-18,WCT,Santos,FC Barcelona,0-4,17,0-1,,Left foot
2011-12-18,WCT,Santos,FC Barcelona,0-4,82,0-4,,Left foot
2011-12-03,PRM,FC Barcelona,Levante,5-0,55,4-0,,Left foot
2011-11-29,PRM,FC Barcelona,Rayo Vallecano,4-0,50,4-0,,Left foot
2011-11-23,EUR,AC Milan,FC Barcelona,2-3,31,1-2,Penalty,Left foot
2011-11-19,PRM,FC Barcelona,Real Zaragoza,4-0,43,2-0,,Right foot
2011-11-15,WCQ,Colombia,Argentina,1-2,60,1-1,Rebound,Left foot
2011-11-06,PRM,Athletic de Bilbao,FC Barcelona,2-2,90+1,2-2,Rebound,Left foot
2011-11-01,EUR,Viktoria Plzen,FC Barcelona,0-4,24,0-1,Penalty,Left foot
2011-11-01,EUR,Viktoria Plzen,FC Barcelona,0-4,45,0-2,,Left foot
2011-11-01,EUR,Viktoria Plzen,FC Barcelona,0-4,90+2,0-4,,Left foot
2011-10-29,PRM,FC Barcelona,Real Mallorca,5-0,13,1-0,Penalty,Left foot
2011-10-29,PRM,FC Barcelona,Real Mallorca,5-0,21,2-0,,Right foot
2011-10-29,PRM,FC Barcelona,Real Mallorca,5-0,30,3-0,,Left foot
2011-10-15,PRM,FC Barcelona,Racing Santander,3-0,68,3-0,,Right foot
2011-10-15,PRM,FC Barcelona,Racing Santander,3-0,11,1-0,,Right foot
2011-10-08,WCQ,Argentina,Chile,4-1,26,2-0,,Left foot
2011-09-28,EUR,BATE Borisov,FC Barcelona,0-5,38,0-3,,Head
2011-09-28,EUR,BATE Borisov,FC Barcelona,0-5,55,0-4,,Left foot
2011-09-24,PRM,FC Barcelona,Atlético Madrid,5-0,78,4-0,,Left foot
2011-09-24,PRM,FC Barcelona,Atlético Madrid,5-0,26,3-0,,Left foot
2011-09-24,PRM,FC Barcelona,Atlético Madrid,5-0,90+1,5-0,,Left foot
2011-09-17,PRM,FC Barcelona,Osasuna,8-0,5,1-0,,Left foot
